127.0.0.1 - - [23/Apr/2023:20:39:25 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:54:00 +0530] "GET /FraudApps/Add.jsp HTTP/1.1" 200 4694
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:54:02 +0530] "GET /FraudApps/AdminHome.jsp HTTP/1.1" 200 4259
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:54:02 +0530] "GET /FraudApps/data/aa.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:54:05 +0530] "GET /FraudApps/LogoutController HTTP/1.1" 200 113
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:54:07 +0530] "GET /FraudApps/index.jsp HTTP/1.1" 200 4931
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:54:12 +0530] "POST /FraudApps/List.jsp HTTP/1.1" 200 4505
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:54:12 +0530] "GET /FraudApps/profilepic2.jsp?id=4 HTTP/1.1" 200 3506
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:54:12 +0530] "GET /FraudApps/profilepic2.jsp?id=2 HTTP/1.1" 200 4625
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:54:16 +0530] "GET /FraudApps/SearchApp.jsp HTTP/1.1" 200 4833
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:54:21 +0530] "POST /FraudApps/List.jsp HTTP/1.1" 200 4231
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:54:21 +0530] "GET /FraudApps/profilepic2.jsp?id=1 HTTP/1.1" 200 1676
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:54:23 +0530] "GET /FraudApps/SearchApp.jsp HTTP/1.1" 200 4833
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:54:27 +0530] "POST /FraudApps/List.jsp HTTP/1.1" 200 4746
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:54:27 +0530] "GET /FraudApps/profilepic2.jsp?id=6 HTTP/1.1" 200 7537
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:54:27 +0530] "GET /FraudApps/profilepic2.jsp?id=3 HTTP/1.1" 200 3270
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:54:27 +0530] "GET /FraudApps/profilepic2.jsp?id=5 HTTP/1.1" 200 10415
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:54:32 +0530] "GET /FraudApps/UserHome.jsp HTTP/1.1" 200 4729
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:54:33 +0530] "GET /FraudApps/SearchApp.jsp HTTP/1.1" 200 4833
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:54:39 +0530] "GET /FraudApps/LogoutController HTTP/1.1" 200 113
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:54:40 +0530] "GET /FraudApps/index.jsp HTTP/1.1" 200 4931
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:54:43 +0530] "GET /FraudApps/AdminLogin.jsp HTTP/1.1" 200 3472
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:54:54 +0530] "POST /FraudApps/AdminLoginController HTTP/1.1" 200 98
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:54:56 +0530] "GET /FraudApps/AdminHome.jsp HTTP/1.1" 200 4259
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:54:58 +0530] "GET /FraudApps/AddReviews.jsp HTTP/1.1" 200 4873
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:54:59 +0530] "GET /FraudApps/Add.jsp HTTP/1.1" 200 4694
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:55:07 +0530] "GET /FraudApps/AddReviews.jsp HTTP/1.1" 200 4873
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:55:10 +0530] "GET /FraudApps/Add.jsp HTTP/1.1" 200 4694
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:55:50 +0530] "POST /FraudApps/AddLocationController HTTP/1.1" 200 90
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:55:50 +0530] "POST /FraudApps/AddLocationController HTTP/1.1" 500 90
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:55:50 +0530] "POST /FraudApps/AddLocationController HTTP/1.1" 500 90
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:55:51 +0530] "GET /FraudApps/Add.jsp HTTP/1.1" 200 4694
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:55:59 +0530] "GET /FraudApps/Details.jsp HTTP/1.1" 200 7972
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:55:59 +0530] "GET /FraudApps/profilepic2.jsp?id=2 HTTP/1.1" 200 4625
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:55:59 +0530] "GET /FraudApps/profilepic2.jsp?id=3 HTTP/1.1" 200 3270
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:55:59 +0530] "GET /FraudApps/profilepic2.jsp?id=4 HTTP/1.1" 200 3506
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:55:59 +0530] "GET /FraudApps/profilepic2.jsp?id=6 HTTP/1.1" 200 7537
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:55:59 +0530] "GET /FraudApps/profilepic2.jsp?id=1 HTTP/1.1" 200 1676
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:55:59 +0530] "GET /FraudApps/profilepic2.jsp?id=5 HTTP/1.1" 200 10415
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:55:59 +0530] "GET /FraudApps/profilepic2.jsp?id=7 HTTP/1.1" 200 20556
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:55:59 +0530] "GET /FraudApps/profilepic2.jsp?id=8 HTTP/1.1" 200 20556
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:56:00 +0530] "GET /FraudApps/AddReviews.jsp HTTP/1.1" 200 4873
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:56:16 +0530] "GET /FraudApps/Details.jsp HTTP/1.1" 200 7972
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:56:16 +0530] "GET /FraudApps/profilepic2.jsp?id=2 HTTP/1.1" 200 4625
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:56:16 +0530] "GET /FraudApps/profilepic2.jsp?id=1 HTTP/1.1" 200 1676
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:56:16 +0530] "GET /FraudApps/profilepic2.jsp?id=3 HTTP/1.1" 200 3270
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:56:16 +0530] "GET /FraudApps/profilepic2.jsp?id=6 HTTP/1.1" 200 7537
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:56:16 +0530] "GET /FraudApps/profilepic2.jsp?id=5 HTTP/1.1" 200 10415
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:56:16 +0530] "GET /FraudApps/profilepic2.jsp?id=4 HTTP/1.1" 200 3506
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:56:16 +0530] "GET /FraudApps/profilepic2.jsp?id=7 HTTP/1.1" 200 20556
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:56:16 +0530] "GET /FraudApps/profilepic2.jsp?id=8 HTTP/1.1" 200 20556
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:56:55 +0530] "POST /FraudApps/AddReviewsController HTTP/1.1" 200 112
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:56:58 +0530] "GET /FraudApps/AddReviews.jsp HTTP/1.1" 200 4873
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:56:58 +0530] "GET /FraudApps/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:56:58 +0530] "GET /FraudApps/vendor/metisMenu/metisMenu.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:56:58 +0530] "GET /FraudApps/vendor/morrisjs/morris.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:56:58 +0530] "GET /FraudApps/vendor/font-awesome/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:56:58 +0530] "GET /FraudApps/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:56:58 +0530] "GET /FraudApps/vendor/jquery/jquery.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:56:58 +0530] "GET /FraudApps/vendor/metisMenu/metisMenu.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:56:58 +0530] "GET /FraudApps/dist/css/sb-admin-2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:56:58 +0530] "GET /FraudApps/vendor/morrisjs/morris.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:56:58 +0530] "GET /FraudApps/vendor/raphael/raphael.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:56:58 +0530] "GET /FraudApps/data/morris-data.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:56:58 +0530] "GET /FraudApps/dist/js/sb-admin-2.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:57:04 +0530] "GET /FraudApps/Details.jsp HTTP/1.1" 200 7972
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:57:04 +0530] "GET /FraudApps/profilepic2.jsp?id=3 HTTP/1.1" 200 3270
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:57:04 +0530] "GET /FraudApps/profilepic2.jsp?id=1 HTTP/1.1" 200 1676
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:57:04 +0530] "GET /FraudApps/profilepic2.jsp?id=2 HTTP/1.1" 200 4625
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:57:04 +0530] "GET /FraudApps/profilepic2.jsp?id=6 HTTP/1.1" 200 7537
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:57:04 +0530] "GET /FraudApps/profilepic2.jsp?id=5 HTTP/1.1" 200 10415
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:57:04 +0530] "GET /FraudApps/profilepic2.jsp?id=4 HTTP/1.1" 200 3506
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:57:04 +0530] "GET /FraudApps/profilepic2.jsp?id=7 HTTP/1.1" 200 20556
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:57:04 +0530] "GET /FraudApps/profilepic2.jsp?id=8 HTTP/1.1" 200 20556
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:57:26 +0530] "GET /FraudApps/LogoutController HTTP/1.1" 200 113
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:57:28 +0530] "GET /FraudApps/index.jsp HTTP/1.1" 200 4931
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:57:32 +0530] "POST /FraudApps/List.jsp HTTP/1.1" 200 4499
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:57:32 +0530] "GET /FraudApps/profilepic2.jsp?id=1 HTTP/1.1" 200 1676
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:57:32 +0530] "GET /FraudApps/profilepic2.jsp?id=8 HTTP/1.1" 200 20556
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:57:36 +0530] "GET /FraudApps/ViewLocationDetails.jsp?id=8 HTTP/1.1" 200 4275
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:57:36 +0530] "GET /FraudApps/postImage1.jsp?id=8 HTTP/1.1" 200 20556
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:57:40 +0530] "GET /FraudApps/ViewReviews.jsp?id=8 HTTP/1.1" 200 5278
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:58:14 +0530] "GET /FraudApps/GiveReviews.jsp?locationid=8&locname=You%20Tube HTTP/1.1" 200 5013
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:58:28 +0530] "POST /FraudApps/GiveReviewController HTTP/1.1" 500 1177
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:58:47 +0530] "POST /FraudApps/GiveReviewController HTTP/1.1" 500 1177
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:58:54 +0530] "POST /FraudApps/GiveReviewController HTTP/1.1" 500 1177
0:0:0:0:0:0:0:1 - - [23/Apr/2023:22:59:47 +0530] "POST /FraudApps/GiveReviewController HTTP/1.1" 500 1177
0:0:0:0:0:0:0:1 - - [23/Apr/2023:23:00:07 +0530] "GET /FraudApps/SearchApp.jsp HTTP/1.1" 200 4833
0:0:0:0:0:0:0:1 - - [23/Apr/2023:23:00:11 +0530] "POST /FraudApps/List.jsp HTTP/1.1" 200 4499
0:0:0:0:0:0:0:1 - - [23/Apr/2023:23:00:12 +0530] "GET /FraudApps/profilepic2.jsp?id=1 HTTP/1.1" 200 1676
0:0:0:0:0:0:0:1 - - [23/Apr/2023:23:00:12 +0530] "GET /FraudApps/profilepic2.jsp?id=8 HTTP/1.1" 200 20556
0:0:0:0:0:0:0:1 - - [23/Apr/2023:23:00:13 +0530] "GET /FraudApps/ViewLocationDetails.jsp?id=8 HTTP/1.1" 200 4275
0:0:0:0:0:0:0:1 - - [23/Apr/2023:23:00:13 +0530] "GET /FraudApps/postImage1.jsp?id=8 HTTP/1.1" 200 20556
0:0:0:0:0:0:0:1 - - [23/Apr/2023:23:00:17 +0530] "GET /FraudApps/ViewReviews.jsp?id=8 HTTP/1.1" 200 5278
